Core, 0, 0
Cumulative_Cycles, 0, 7726                
Cumulative_Instructions, 0, 1003                
Periodic_Cycles, 0, 7726                
Periodic_Instructions, 0, 1003                
MISS_WAIT_TIME_count, 0,        137524
MISS_WAIT_TIME_total_count, 0,        137524

ICACHE_STAGE_MISS_count, 0,            46
ICACHE_STAGE_MISS_total_count, 0,            46

ICACHE_CYCLE_count, 0,          7726
ICACHE_CYCLE_total_count, 0,          7726

TCACHE_CYCLE_count, 0,             0
TCACHE_CYCLE_total_count, 0,             0

ICACHE_SERVING_CYCLE_ON_PATH_count, 0,           232
ICACHE_SERVING_CYCLE_ON_PATH_total_count, 0,           232

ICACHE_SERVING_CYCLE_OFF_PATH_count, 0,           309
ICACHE_SERVING_CYCLE_OFF_PATH_total_count, 0,           309

UCACHE_SERVING_CYCLE_ON_PATH_count, 0,             0
UCACHE_SERVING_CYCLE_ON_PATH_total_count, 0,             0

UCACHE_SERVING_CYCLE_OFF_PATH_count, 0,            18
UCACHE_SERVING_CYCLE_OFF_PATH_total_count, 0,            18

ICACHE_CYCLE_ONPATH_count, 1,          6810
ICACHE_CYCLE_ONPATH_total_count, 1,          6810

ICACHE_CYCLE_OFFPATH_count, 1,           916
ICACHE_CYCLE_OFFPATH_total_count, 1,           916

FETCH_ON_PATH_count, 2,          6836
FETCH_ON_PATH_total_count, 2,          6836

FETCH_OFF_PATH_count, 2,           890
FETCH_OFF_PATH_total_count, 2,           890

FETCHED_OPS_ON_PATH_count, 3,             0
FETCHED_OPS_ON_PATH_total_count, 3,             0

FETCHED_OPS_OFF_PATH_count, 3,             0
FETCHED_OPS_OFF_PATH_total_count, 3,             0

INST_LOST_FETCH_count, 4,          1069
INST_LOST_FETCH_total_count, 4,          1069

INST_LOST_OFF_PATH_count, 4,          1614
INST_LOST_OFF_PATH_total_count, 4,          1614

INST_LOST_FULL_WINDOW_count, 4,             0
INST_LOST_FULL_WINDOW_total_count, 4,             0

INST_LOST_ROB_STALL_OTHER_count, 4,             0
INST_LOST_ROB_STALL_OTHER_total_count, 4,             0

INST_LOST_ROB_STALL_WAIT_FOR_RECOVERY_count, 4,             0
INST_LOST_ROB_STALL_WAIT_FOR_RECOVERY_total_count, 4,             0

INST_LOST_ROB_STALL_WAIT_FOR_REDIRECT_count, 4,             0
INST_LOST_ROB_STALL_WAIT_FOR_REDIRECT_total_count, 4,             0

INST_LOST_ROB_STALL_WAIT_FOR_GAP_FILL_count, 4,             0
INST_LOST_ROB_STALL_WAIT_FOR_GAP_FILL_total_count, 4,             0

INST_LOST_ROB_STALL_WAIT_FOR_L1_MISS_count, 4,             0
INST_LOST_ROB_STALL_WAIT_FOR_L1_MISS_total_count, 4,             0

INST_LOST_ROB_STALL_WAIT_FOR_MEMORY_count, 4,             0
INST_LOST_ROB_STALL_WAIT_FOR_MEMORY_total_count, 4,             0

INST_LOST_ROB_STALL_WAIT_FOR_DC_MISS_count, 4,             0
INST_LOST_ROB_STALL_WAIT_FOR_DC_MISS_total_count, 4,             0

INST_LOST_ROB_BLOCK_ISSUE_FULL_count, 4,             0
INST_LOST_ROB_BLOCK_ISSUE_FULL_total_count, 4,             0

INST_LOST_ROB_BLOCK_ISSUE_GAP_TOO_LARGE_count, 4,             0
INST_LOST_ROB_BLOCK_ISSUE_GAP_TOO_LARGE_total_count, 4,             0

INST_LOST_BREAK_DONT_count, 4,             0
INST_LOST_BREAK_DONT_total_count, 4,             0

INST_LOST_BREAK_FT_UNAVAILABLE_count, 4,           130
INST_LOST_BREAK_FT_UNAVAILABLE_total_count, 4,           130

INST_LOST_BREAK_ICACHE_STAGE_RESTEER_count, 4,             5
INST_LOST_BREAK_ICACHE_STAGE_RESTEER_total_count, 4,             5

INST_LOST_BREAK_ICACHE_MISS_REQ_SUCCESS_count, 4,           167
INST_LOST_BREAK_ICACHE_MISS_REQ_SUCCESS_total_count, 4,           167

INST_LOST_BREAK_ICACHE_MISS_REQ_FAILURE_count, 4,           140
INST_LOST_BREAK_ICACHE_MISS_REQ_FAILURE_total_count, 4,           140

INST_LOST_BREAK_ICACHE_WAIT_FOR_MISS_count, 4,         35460
INST_LOST_BREAK_ICACHE_WAIT_FOR_MISS_total_count, 4,         35460

INST_LOST_BREAK_ICACHE_STALLED_count, 4,             0
INST_LOST_BREAK_ICACHE_STALLED_total_count, 4,             0

INST_LOST_BREAK_ICACHE_TO_UOP_CACHE_SWITCH_count, 4,            18
INST_LOST_BREAK_ICACHE_TO_UOP_CACHE_SWITCH_total_count, 4,            18

INST_LOST_BREAK_ICACHE_READ_LIMIT_count, 4,             7
INST_LOST_BREAK_ICACHE_READ_LIMIT_total_count, 4,             7

