Core, 0, 0
Cumulative_Cycles, 0, 7726                
Cumulative_Instructions, 0, 1003                
Periodic_Cycles, 0, 7726                
Periodic_Instructions, 0, 1003                
ST_OP_INV_count, 409,             0
ST_OP_INV_total_count, 409,             0

ST_OP_NOP_count, 409,         13504
ST_OP_NOP_total_count, 409,         13504

ST_OP_CF_count, 409,           275
ST_OP_CF_total_count, 409,           275

ST_OP_MOV_count, 409,           331
ST_OP_MOV_total_count, 409,           331

ST_OP_CMOV_count, 409,             0
ST_OP_CMOV_total_count, 409,             0

ST_OP_LDA_count, 409,             0
ST_OP_LDA_total_count, 409,             0

ST_OP_ILD_count, 409,           377
ST_OP_ILD_total_count, 409,           377

ST_OP_IST_count, 409,           291
ST_OP_IST_total_count, 409,           291

ST_OP_IADD_count, 409,           372
ST_OP_IADD_total_count, 409,           372

ST_OP_IMUL_count, 409,             0
ST_OP_IMUL_total_count, 409,             0

ST_OP_IDIV_count, 409,             0
ST_OP_IDIV_total_count, 409,             0

ST_OP_ICMP_count, 409,             0
ST_OP_ICMP_total_count, 409,             0

ST_OP_LOGIC_count, 409,             0
ST_OP_LOGIC_total_count, 409,             0

ST_OP_SHIFT_count, 409,             0
ST_OP_SHIFT_total_count, 409,             0

ST_OP_FLD_count, 409,             9
ST_OP_FLD_total_count, 409,             9

ST_OP_FST_count, 409,            12
ST_OP_FST_total_count, 409,            12

ST_OP_FCVT_count, 409,             0
ST_OP_FCVT_total_count, 409,             0

ST_OP_FADD_count, 409,             4
ST_OP_FADD_total_count, 409,             4

ST_OP_FMUL_count, 409,             0
ST_OP_FMUL_total_count, 409,             0

ST_OP_FMA_count, 409,             0
ST_OP_FMA_total_count, 409,             0

ST_OP_FDIV_count, 409,             0
ST_OP_FDIV_total_count, 409,             0

ST_OP_FCMP_count, 409,             0
ST_OP_FCMP_total_count, 409,             0

ST_OP_FCMOV_count, 409,             0
ST_OP_FCMOV_total_count, 409,             0

ST_OP_GATHER_count, 409,             0
ST_OP_GATHER_total_count, 409,             0

ST_OP_SCATTER_count, 409,             0
ST_OP_SCATTER_total_count, 409,             0

ST_OP_PIPELINED_FAST_count, 409,             0
ST_OP_PIPELINED_FAST_total_count, 409,             0

ST_OP_PIPELINED_MEDIUM_count, 409,             0
ST_OP_PIPELINED_MEDIUM_total_count, 409,             0

ST_OP_PIPELINED_SLOW_count, 409,             0
ST_OP_PIPELINED_SLOW_total_count, 409,             0

ST_OP_NOTPIPELINED_MEDIUM_count, 409,             0
ST_OP_NOTPIPELINED_MEDIUM_total_count, 409,             0

ST_OP_NOTPIPELINED_SLOW_count, 409,             0
ST_OP_NOTPIPELINED_SLOW_total_count, 409,             0

ST_OP_NOTPIPELINED_VERY_SLOW_count, 409,             0
ST_OP_NOTPIPELINED_VERY_SLOW_total_count, 409,             0

ST_NOT_CF_count, 410,         14900
ST_NOT_CF_total_count, 410,         14900

ST_CF_BR_count, 410,            23
ST_CF_BR_total_count, 410,            23

ST_CF_CBR_count, 410,           222
ST_CF_CBR_total_count, 410,           222

ST_CF_REP_count, 410,             0
ST_CF_REP_total_count, 410,             0

ST_CF_CALL_count, 410,            18
ST_CF_CALL_total_count, 410,            18

ST_CF_IBR_count, 410,             1
ST_CF_IBR_total_count, 410,             1

ST_CF_ICALL_count, 410,             0
ST_CF_ICALL_total_count, 410,             0

ST_CF_ICO_count, 410,             0
ST_CF_ICO_total_count, 410,             0

ST_CF_RET_count, 410,            11
ST_CF_RET_total_count, 410,            11

ST_CF_SYS_count, 410,             0
ST_CF_SYS_total_count, 410,             0

REP_FIRST_count, 0,             0
REP_FIRST_total_count, 0,             0

ST_BAR_NONE_count, 411,         15175
ST_BAR_NONE_total_count, 411,         15175

ST_BAR_FETCH_count, 411,             0
ST_BAR_FETCH_total_count, 411,             0

ST_BAR_ISSUE_count, 411,             0
ST_BAR_ISSUE_total_count, 411,             0

ST_BAR_BOTH_count, 411,             0
ST_BAR_BOTH_total_count, 411,             0

ST_NOT_MEM_count, 412,         14486
ST_NOT_MEM_total_count, 412,         14486

ST_MEM_LD_count, 412,           386
ST_MEM_LD_total_count, 412,           386

ST_MEM_ST_count, 412,           303
ST_MEM_ST_total_count, 412,           303

ST_MEM_PF_count, 412,             0
ST_MEM_PF_total_count, 412,             0

ST_MEM_WH_count, 412,             0
ST_MEM_WH_total_count, 412,             0

ST_MEM_EVICT_count, 412,             0
ST_MEM_EVICT_total_count, 412,             0

ST_NOT_MEM_OFFPATH_count, 413,             0
ST_NOT_MEM_OFFPATH_total_count, 413,             0

ST_MEM_LD_OFFPATH_count, 413,             0
ST_MEM_LD_OFFPATH_total_count, 413,             0

